DATE,HOUR,lon,lat,YEAR,killed,injured
12/19/2015,10,-73.8890253,40.7666318,2015,0,0
12/15/2015,10,-73.9637145,40.8159356,2015,0,0
12/31/2015,10,-73.8558068,40.7349841,2015,0,0
12/31/2015,10,-73.9229549,40.8439815,2015,0,1
12/31/2015,10,-73.9423483,40.7947553,2015,0,0
12/31/2015,10,-73.9527221,40.8182357,2015,0,0
12/31/2015,10,-73.9440837,40.809693,2015,0,0
12/31/2015,10,-73.8317709,40.8453091,2015,0,0
12/31/2015,10,-73.9193079,40.8381273,2015,0,0
12/31/2015,10,-73.9780219,40.6355523,2015,0,0
12/31/2015,10,-73.9887683,40.5998551,2015,0,0
12/31/2015,10,-73.9341712,40.6418376,2015,0,0
12/31/2015,10,-74.0095442,40.7103272,2015,0,0
12/31/2015,10,-73.9064473,40.7266237,2015,0,1
12/31/2015,10,-73.9997427,40.7079682,2015,0,1
12/31/2015,10,-73.7557707,40.7236414,2015,0,0
12/31/2015,10,-73.8706792,40.6742683,2015,0,0
12/31/2015,10,-74.1317787,40.553489,2015,0,0
12/31/2015,10,-74.1803104,40.5260901,2015,0,0
12/31/2015,10,-73.9424856,40.5981999,2015,0,0
12/31/2015,10,-73.8129609,40.7929657,2015,0,0
12/30/2015,10,-73.9964791,40.7190477,2015,0,0
12/30/2015,10,-73.7914407,40.7258552,2015,0,0
12/30/2015,10,-73.9959428,40.758981,2015,0,0
12/30/2015,10,-73.9788239,40.6741716,2015,0,0
12/30/2015,10,-73.9976787,40.663941,2015,0,0
12/30/2015,10,-73.9715677,40.6299872,2015,0,0
12/30/2015,10,-73.7611864,40.7134368,2015,0,0
12/30/2015,10,-73.9973406,40.736669,2015,0,0
12/30/2015,10,-73.9088906,40.7260685,2015,0,1
12/30/2015,10,-73.9156161,40.6972536,2015,0,0
12/30/2015,10,-74.1661974,40.5471093,2015,0,0
12/30/2015,10,-73.9027759,40.8517942,2015,0,0
12/30/2015,10,-73.9866608,40.7666162,2015,0,0
12/30/2015,10,-74.0120642,40.6434259,2015,0,0
12/30/2015,10,-74.1026053,40.5628291,2015,0,0
12/30/2015,10,-73.9693376,40.763547,2015,0,0
12/30/2015,10,-73.8710008,40.7279234,2015,0,0
12/30/2015,10,-74.0301743,40.6183407,2015,0,0
12/29/2015,10,-74.0069511,40.6448975,2015,0,0
12/29/2015,10,-73.9531084,40.8134957,2015,0,0
12/29/2015,10,-73.9748983,40.7357643,2015,0,0
12/29/2015,10,-73.8642527,40.6895877,2015,0,1
12/29/2015,10,-73.9276333,40.6165487,2015,0,0
12/29/2015,10,-73.9429813,40.8315678,2015,0,0
12/29/2015,10,-74.0396549,40.6148081,2015,0,0
12/29/2015,10,-73.892224,40.8588332,2015,0,0
12/29/2015,10,-73.8431988,40.8608959,2015,0,0
12/29/2015,10,-73.9420303,40.5958089,2015,0,0
12/29/2015,10,-73.9338317,40.7516035,2015,0,0
12/29/2015,10,-73.8342703,40.6414653,2015,0,0
12/29/2015,10,-74.1097619,40.5704668,2015,0,0
12/29/2015,10,-73.9629739,40.7624884,2015,0,1
12/29/2015,10,-73.7544185,40.6049786,2015,0,1
