DATE,HOUR,lon,lat,YEAR,killed,injured
12/18/2015,9,-73.8860751,40.8255054,2015,0,0
12/31/2015,9,-73.9278657,40.6281676,2015,0,0
12/31/2015,9,-74.1899439,40.5996305,2015,0,0
12/31/2015,9,-73.9120996,40.727608,2015,0,1
12/31/2015,9,-73.9690937,40.6045506,2015,0,0
12/31/2015,9,-73.8988925,40.7408132,2015,0,0
12/31/2015,9,-74.0064368,40.6555198,2015,0,0
12/31/2015,9,-73.9879831,40.7408734,2015,0,1
12/31/2015,9,-73.978027,40.7294318,2015,0,0
12/31/2015,9,-73.843655,40.8929052,2015,0,0
12/31/2015,9,-73.9049608,40.6583545,2015,0,0
12/31/2015,9,-73.9844767,40.7202352,2015,0,0
12/31/2015,9,-73.932499,40.6349472,2015,0,0
12/31/2015,9,-73.9514275,40.7851914,2015,0,0
12/31/2015,9,-73.9788131,40.7875656,2015,0,0
12/31/2015,9,-73.9866041,40.7257771,2015,0,1
12/31/2015,9,-73.8834853,40.6634483,2015,0,1
12/31/2015,9,-73.9982097,40.7558686,2015,0,0
12/31/2015,9,-73.9102326,40.7529763,2015,0,0
12/30/2015,9,-73.8988727,40.8655829,2015,0,0
12/30/2015,9,-73.9541265,40.6466864,2015,0,0
12/30/2015,9,-73.9745155,40.6280254,2015,0,0
12/30/2015,9,-74.0090609,40.7108872,2015,0,0
12/30/2015,9,-73.9424305,40.753996,2015,0,0
12/30/2015,9,-73.845304,40.669236,2015,0,0
12/30/2015,9,-73.9762346,40.6259754,2015,0,0
12/30/2015,9,-73.9946418,40.6429378,2015,0,0
12/30/2015,9,-73.9926328,40.7584292,2015,0,0
12/30/2015,9,-74.0875416,40.6384498,2015,0,1
12/30/2015,9,-73.9901512,40.5997043,2015,0,0
12/30/2015,9,-73.8187476,40.7023568,2015,0,0
12/30/2015,9,-73.9712634,40.7511221,2015,0,0
12/30/2015,9,-74.191733,40.5530834,2015,0,0
12/30/2015,9,-73.9626341,40.5959849,2015,0,0
12/30/2015,9,-73.9176827,40.8402259,2015,0,0
12/29/2015,9,-73.9638509,40.7163385,2015,0,0
12/29/2015,9,-73.9410356,40.7925479,2015,0,0
12/29/2015,9,-73.8794051,40.7371576,2015,0,0
12/29/2015,9,-73.8966477,40.7014101,2015,0,0
12/29/2015,9,-73.9872575,40.629356,2015,0,0
12/29/2015,9,-73.8301393,40.7595695,2015,0,1
12/29/2015,9,-73.9147529,40.8251992,2015,0,0
12/29/2015,9,-73.9177906,40.6914582,2015,0,0
12/29/2015,9,-73.9290074,40.6827016,2015,0,0
12/29/2015,9,-73.9543321,40.7626784,2015,0,0
12/29/2015,9,-73.8037919,40.7756091,2015,0,0
12/29/2015,9,-73.9951554,40.6156821,2015,0,0
12/29/2015,9,-74.025047,40.6235899,2015,0,0
12/29/2015,9,-73.959592,40.7318504,2015,0,0
12/29/2015,9,-73.9943762,40.7583771,2015,0,0
12/29/2015,9,-73.9629254,40.8042578,2015,0,0
12/29/2015,9,-73.9360334,40.5861184,2015,0,2
12/29/2015,9,-73.9360334,40.5861184,2015,0,2
12/29/2015,9,-73.9207095,40.6082027,2015,0,0
12/29/2015,9,-74.1601795,40.549429,2015,0,0
12/29/2015,9,-73.9194827,40.7624498,2015,0,0
12/29/2015,9,-73.9039533,40.8549735,2015,0,0
12/29/2015,9,-74.0004294,40.7074805,2015,0,0
12/29/2015,9,-73.8396576,40.7652999,2015,0,2
12/29/2015,9,-73.8594187,40.7264661,2015,0,0
12/29/2015,9,-73.9951794,40.6332268,2015,0,0
12/29/2015,9,-73.9641478,40.6539938,2015,0,0
12/29/2015,9,-73.9221576,40.6543162,2015,0,0
12/29/2015,9,-73.8529036,40.7343189,2015,0,0
12/29/2015,9,-73.7674576,40.6570526,2015,0,0
12/29/2015,9,-74.0102151,40.7338443,2015,0,0
12/29/2015,9,-73.9776872,40.763645,2015,0,0
12/29/2015,9,-74.1690074,40.5569893,2015,0,0
12/28/2015,9,-73.9839515,40.6841826,2015,0,0
12/28/2015,9,-73.9213906,40.7668948,2015,0,0
12/28/2015,9,-73.7999705,40.7063798,2015,0,0
12/28/2015,9,-73.8906229,40.6585778,2015,0,1
12/28/2015,9,-73.8982722,40.8894585,2015,0,1
12/28/2015,9,-73.9642975,40.7646819,2015,0,0
12/28/2015,9,-73.994646,40.7699819,2015,0,0
12/28/2015,9,-73.8734167,40.7343762,2015,0,1
12/28/2015,9,-73.9828775,40.7667145,2015,0,0
12/28/2015,9,-73.8680867,40.7456018,2015,0,0
12/28/2015,9,-73.78953,40.6660102,2015,0,0
12/28/2015,9,-73.8963432,40.6490258,2015,0,1
12/28/2015,9,-73.7504698,40.7056408,2015,0,0
12/28/2015,9,-73.9624487,40.6631828,2015,0,0
12/28/2015,9,-73.9588943,40.7749592,2015,0,0
12/28/2015,9,-73.9927692,40.665508,2015,0,0
12/28/2015,9,-73.7566341,40.7492864,2015,0,0
12/28/2015,9,-73.8696616,40.7688406,2015,0,1
12/28/2015,9,-74.0131335,40.602124,2015,0,1
12/28/2015,9,-73.8336182,40.884185,2015,0,0
12/28/2015,9,-73.9418746,40.7954056,2015,0,0
12/28/2015,9,-73.9475437,40.6410046,2015,0,0
12/28/2015,9,-73.9147305,40.6481022,2015,0,0
12/27/2015,9,-73.9875613,40.6036895,2015,0,0
12/27/2015,9,-73.9096236,40.6378712,2015,0,0
12/27/2015,9,-73.8474987,40.7908976,2015,0,0
12/27/2015,9,-73.9085154,40.7688806,2015,0,0
12/27/2015,9,-73.9109118,40.8050798,2015,0,0
12/27/2015,9,-73.9109118,40.8050798,2015,0,1
12/27/2015,9,-73.846653,40.8883914,2015,0,0
12/27/2015,9,-73.8890253,40.7666318,2015,0,1
12/27/2015,9,-74.0029374,40.6588768,2015,0,0
12/27/2015,9,-73.8232602,40.6843828,2015,0,0
12/27/2015,9,-74.0666242,40.5903421,2015,0,0
12/27/2015,9,-73.9088042,40.7687423,2015,0,1
12/27/2015,9,-73.9478919,40.6887749,2015,0,1
12/27/2015,9,-73.9109118,40.8050798,2015,0,0
12/27/2015,9,-74.0018117,40.7458255,2015,0,0
12/27/2015,9,-74.0067808,40.7067235,2015,0,0
12/27/2015,9,-73.762692,40.6066511,2015,0,0
12/27/2015,9,-73.9935279,40.7216331,2015,0,0
12/26/2015,9,-73.8683145,40.668669,2015,0,0
12/26/2015,9,-73.9827278,40.7451792,2015,0,0
12/26/2015,9,-73.8991159,40.700512,2015,0,0
12/26/2015,9,-74.022796,40.6145792,2015,0,1
12/26/2015,9,-73.8694258,40.7491578,2015,0,0
12/26/2015,9,-73.9306058,40.6538055,2015,0,0
12/26/2015,9,-73.9981083,40.7087666,2015,0,0
12/26/2015,9,-73.8856615,40.84271,2015,0,0
12/26/2015,9,-73.8840996,40.7538313,2015,0,0
12/26/2015,9,-74.0144818,40.6089098,2015,0,0
12/26/2015,9,-73.7873116,40.70154,2015,0,0
12/26/2015,9,-73.7826919,40.7200909,2015,0,1
12/25/2015,9,-74.0049909,40.5981291,2015,0,0
12/25/2015,9,-73.9031102,40.6446236,2015,0,0
12/25/2015,9,-73.8655633,40.6690638,2015,0,1
12/25/2015,9,-73.9105956,40.8375033,2015,0,0
12/25/2015,9,-73.9321479,40.7257532,2015,0,0
12/25/2015,9,-73.9170643,40.8636899,2015,0,0
12/25/2015,9,-73.8847756,40.8742704,2015,0,1
12/24/2015,9,-73.8810464,40.8284328,2015,0,0
12/24/2015,9,-73.980843,40.6355144,2015,0,0
12/24/2015,9,-74.0021503,40.728034,2015,0,0
12/24/2015,9,-73.9822003,40.7746797,2015,0,0
12/24/2015,9,-73.7474455,40.7356236,2015,0,0
12/24/2015,9,-73.9013267,40.700492,2015,0,2
12/24/2015,9,-73.9676868,40.6094167,2015,0,0
12/24/2015,9,-74.005887,40.7146779,2015,0,0
12/24/2015,9,-73.9422844,40.6684609,2015,0,0
12/24/2015,9,-73.9890305,40.6921238,2015,0,0
12/24/2015,9,-73.9890305,40.6921238,2015,0,0
12/24/2015,9,-73.995984,40.6133874,2015,0,0
12/24/2015,9,-73.9134607,40.6379647,2015,0,0
12/24/2015,9,-74.0037305,40.7262499,2015,0,0
12/24/2015,9,-73.9494193,40.7810624,2015,0,0
12/24/2015,9,-73.8322788,40.7270576,2015,0,1
12/24/2015,9,-73.9451618,40.8208782,2015,0,0
12/24/2015,9,-73.9880394,40.7490226,2015,0,0
12/24/2015,9,-73.766834,40.5962568,2015,0,0
12/24/2015,9,-73.8281115,40.8431655,2015,0,0
12/24/2015,9,-74.0362559,40.6208888,2015,0,0
12/24/2015,9,-73.949882,40.7804368,2015,0,0
12/24/2015,9,-73.8870909,40.7650136,2015,0,0
12/24/2015,9,-74.1454127,40.5613364,2015,0,0
12/24/2015,9,-73.9303181,40.6774132,2015,0,0
12/24/2015,9,-73.9584585,40.7443167,2015,0,0
12/23/2015,9,-73.878663,40.6770327,2015,0,0
12/23/2015,9,-73.9354641,40.6238737,2015,0,0
12/23/2015,9,-73.9261862,40.76235,2015,0,0
12/23/2015,9,-73.7373175,40.6699927,2015,0,0
12/23/2015,9,-73.8425732,40.7414607,2015,0,0
12/23/2015,9,-73.9518348,40.6016379,2015,0,1
12/23/2015,9,-73.8270918,40.7571441,2015,0,0
12/23/2015,9,-73.9094262,40.8761807,2015,0,0
12/23/2015,9,-73.9609649,40.6179071,2015,0,0
12/23/2015,9,-74.0055454,40.7271556,2015,0,0
12/23/2015,9,-73.8119802,40.7847079,2015,0,0
12/23/2015,9,-73.8579068,40.6808791,2015,0,0
12/23/2015,9,-73.8299221,40.8347557,2015,0,1
12/23/2015,9,-73.8516353,40.6719314,2015,0,1
