DATE,HOUR,lon,lat,YEAR,killed,injured
12/31/2015,11,-73.957332,40.5987306,2015,0,0
12/31/2015,11,-73.8420304,40.6678948,2015,0,0
12/31/2015,11,-74.0854644,40.6145827,2015,0,0
12/31/2015,11,-73.9893318,40.6342584,2015,0,0
12/31/2015,11,-73.9514275,40.7851914,2015,0,0
12/31/2015,11,-73.9900681,40.7466595,2015,0,0
12/31/2015,11,-73.9691095,40.6170038,2015,0,0
12/31/2015,11,-74.0006267,40.6133958,2015,0,0
12/31/2015,11,-73.9170907,40.76132,2015,0,0
12/31/2015,11,-73.8331589,40.86832,2015,0,0
12/31/2015,11,-73.9578319,40.8163191,2015,0,0
12/31/2015,11,-73.8491262,40.7277184,2015,0,0
12/31/2015,11,-73.8588731,40.6859609,2015,0,0
12/31/2015,11,-73.9854869,40.7529363,2015,0,0
12/31/2015,11,-73.9559374,40.6711788,2015,0,0
12/31/2015,11,-74.0070897,40.7287722,2015,0,0
12/31/2015,11,-73.8625854,40.845962,2015,0,0
12/31/2015,11,-73.9233436,40.6132357,2015,0,0
12/31/2015,11,-73.9570211,40.6732927,2015,0,0
12/30/2015,11,-73.9609254,40.6977362,2015,0,0
12/30/2015,11,-73.9916833,40.7597301,2015,0,0
12/30/2015,11,-73.9996498,40.7631147,2015,0,0
12/30/2015,11,-73.7735714,40.7151196,2015,0,1
12/30/2015,11,-73.9325581,40.7761407,2015,0,0
12/30/2015,11,-73.8928039,40.7547784,2015,0,0
12/30/2015,11,-73.9787983,40.7774101,2015,0,1
12/30/2015,11,-73.8611246,40.8375971,2015,0,0
12/30/2015,11,-73.8704197,40.8653624,2015,0,0
12/30/2015,11,-73.7647648,40.7011558,2015,0,1
12/30/2015,11,-73.9281154,40.6305063,2015,0,0
12/30/2015,11,-74.0073571,40.6341626,2015,0,0
12/30/2015,11,-73.954512,40.8106857,2015,0,0
12/30/2015,11,-73.9267072,40.6268219,2015,0,0
12/30/2015,11,-73.9861058,40.7622904,2015,0,0
12/30/2015,11,-73.8922625,40.7569902,2015,0,0
12/30/2015,11,-73.8102654,40.7386632,2015,0,0
12/30/2015,11,-73.9010787,40.8627551,2015,0,0
12/30/2015,11,-73.9318162,40.7742135,2015,0,0
12/29/2015,11,-74.0341456,40.6359803,2015,0,0
12/29/2015,11,-73.9981196,40.7509033,2015,0,0
12/29/2015,11,-73.9981196,40.7509033,2015,0,0
12/29/2015,11,-73.9800367,40.7655201,2015,0,0
12/29/2015,11,-73.9499229,40.8220716,2015,0,0
12/29/2015,11,-73.9199975,40.8657971,2015,0,0
12/29/2015,11,-73.894019,40.7124417,2015,0,0
12/29/2015,11,-74.0858762,40.5958903,2015,0,0
12/29/2015,11,-73.9721356,40.7539439,2015,0,0
12/29/2015,11,-73.9328955,40.7601885,2015,0,1
12/29/2015,11,-73.8672483,40.8403435,2015,0,0
12/29/2015,11,-73.977202,40.696168,2015,0,0
12/29/2015,11,-73.9656248,40.6271557,2015,0,1
12/29/2015,11,-73.9468749,40.6527959,2015,0,1
12/29/2015,11,-73.9459689,40.8013417,2015,0,0
12/29/2015,11,-73.8312549,40.7481063,2015,0,0
12/29/2015,11,-73.74773,40.6995524,2015,0,0
12/29/2015,11,-73.9641742,40.6248771,2015,0,1
12/29/2015,11,-73.9031399,40.8227143,2015,0,1
12/29/2015,11,-73.9802919,40.6472977,2015,0,1
12/29/2015,11,-73.8678194,40.8585032,2015,0,0
12/29/2015,11,-74.0056572,40.7264365,2015,0,0
