DATE,HOUR,lon,lat,YEAR,killed,injured
12/31/2015,5,-73.7454772,40.7549013,2015,0,0
12/31/2015,5,-73.9415348,40.6764204,2015,0,0
12/31/2015,5,-73.9848573,40.7281758,2015,0,0
12/31/2015,5,-73.7422032,40.7362636,2015,0,0
12/31/2015,5,-73.8604607,40.7578426,2015,0,0
12/31/2015,5,-73.9588098,40.7599125,2015,0,0
12/31/2015,5,-73.812561,40.6810063,2015,0,0
12/31/2015,5,-73.8878132,40.8221447,2015,0,0
12/31/2015,5,-73.9083783,40.8756831,2015,0,0
12/31/2015,5,-73.8179322,40.7058798,2015,0,0
12/30/2015,5,-73.9624487,40.6631828,2015,0,0
12/30/2015,5,-73.9909432,40.7339788,2015,0,0
12/30/2015,5,-73.9929799,40.7528546,2015,0,0
12/30/2015,5,-73.8836235,40.8672566,2015,0,0
12/30/2015,5,-73.926734,40.6942804,2015,0,1
12/30/2015,5,-73.7373973,40.66758,2015,0,0
12/29/2015,5,-73.9899687,40.7353704,2015,0,0
12/29/2015,5,-73.8986147,40.7407772,2015,0,0
12/29/2015,5,-73.9962445,40.593065,2015,0,1
12/29/2015,5,-73.9978601,40.7410552,2015,0,1
12/28/2015,5,-73.9744569,40.7622939,2015,0,0
12/28/2015,5,-73.8996922,40.7489548,2015,0,0
12/28/2015,5,-73.7849977,40.666397,2015,0,0
12/28/2015,5,-73.8862898,40.6527684,2015,0,1
12/27/2015,5,-73.9411594,40.7423302,2015,0,0
12/27/2015,5,-73.9244179,40.7524046,2015,0,0
12/27/2015,5,-73.8850382,40.7537307,2015,0,0
12/27/2015,5,-73.8582024,40.8962313,2015,0,0
12/27/2015,5,-73.7578997,40.7633444,2015,0,0
12/27/2015,5,-73.9283121,40.8473922,2015,0,0
12/27/2015,5,-73.9624487,40.6631828,2015,0,1
12/27/2015,5,-73.9314939,40.8523802,2015,0,0
12/27/2015,5,-73.9266726,40.635306,2015,0,1
12/27/2015,5,-73.9482662,40.638606,2015,0,0
12/27/2015,5,-73.8777598,40.6929384,2015,0,1
12/27/2015,5,-73.9244428,40.771777,2015,0,0
12/27/2015,5,-73.8258822,40.6651524,2015,0,0
12/26/2015,5,-73.9857147,40.7679171,2015,0,0
12/26/2015,5,-73.7808072,40.7203849,2015,0,0
12/26/2015,5,-73.9147732,40.8375147,2015,0,0
12/26/2015,5,-73.7778134,40.7433194,2015,0,0
12/25/2015,5,-73.8940734,40.8507133,2015,0,1
12/25/2015,5,-73.9376305,40.7033747,2015,0,0
12/25/2015,5,-73.7738282,40.6596509,2015,0,0
12/25/2015,5,-73.9420832,40.8378994,2015,0,1
12/25/2015,5,-73.8407023,40.6625242,2015,0,0
12/24/2015,5,-74.0009817,40.7520589,2015,0,0
12/24/2015,5,-73.9610689,40.7608574,2015,0,0
12/24/2015,5,-73.8390998,40.7655502,2015,0,0
12/24/2015,5,-73.9648018,40.7599831,2015,0,0
12/24/2015,5,-73.7634506,40.6680044,2015,0,0
12/24/2015,5,-73.9422456,40.7843277,2015,0,0
12/24/2015,5,-73.8887269,40.7689155,2015,0,0
12/24/2015,5,-74.1240768,40.6129884,2015,0,0
12/24/2015,5,-73.9438444,40.823647,2015,0,0
12/23/2015,5,-73.9481865,40.6902407,2015,0,0
12/23/2015,5,-73.8086284,40.7837225,2015,0,0
12/23/2015,5,-73.8198489,40.8900764,2015,0,1
12/23/2015,5,-73.7272805,40.7058589,2015,0,1
12/23/2015,5,-73.9218247,40.6769384,2015,0,1
12/23/2015,5,-73.7603059,40.7616851,2015,0,0
12/23/2015,5,-73.9347028,40.7172094,2015,1,1
12/22/2015,5,-73.9316017,40.6632317,2015,0,1
12/22/2015,5,-73.8680867,40.7456018,2015,0,1
12/21/2015,5,-73.8780016,40.6928634,2015,0,0
12/21/2015,5,-73.9186251,40.8291077,2015,0,0
12/21/2015,5,-73.9222182,40.8341632,2015,0,0
12/21/2015,5,-73.8400207,40.6762005,2015,0,0
12/21/2015,5,-73.9654346,40.7717829,2015,0,0
12/20/2015,5,-73.7537175,40.6095362,2015,0,0
12/20/2015,5,-73.90292,40.7385461,2015,0,0
12/20/2015,5,-73.9881543,40.7319639,2015,0,2
12/20/2015,5,-73.7617442,40.6966481,2015,0,0
12/20/2015,5,-73.946481,40.6317075,2015,0,1
12/20/2015,5,-73.9833217,40.6936492,2015,0,0
12/20/2015,5,-73.9919052,40.7162039,2015,0,0
12/20/2015,5,-74.0666242,40.5903421,2015,0,0
